"ID" "Student Name" "Student Email" "Branch Code" "Academic Batch" "CGPA" "Sign_In_Count"
"3813" "giruo" "giruo4002.re@nighthack.in" "re074" "2016" "6.11" "10"
"3814" "avieyhdrse" "avieyhdrse1005.aat@nighthack.in" "aat051" "2018" "7.84" "3"
"3815" "ehmrdnaa" "ehmrdnaa9005.p@nighthack.in" "p059" "2016" "6.91" "6"
"3816" "arluh" "arluh2136.csae@nighthack.in" "csae002" "2017" "8.22" "92"
"3817" "iabhlsha" "iabhlsha4001.fm@nighthack.in" "fm047" "2015" "5.99" "30"
"3818" "thumnkraiov" "thumnkraiov9049.bop@nighthack.in" "bop009" "2017" "6.48" "54"
"3819" "asdpar" "asdpar5070.me@nighthack.in" "me005" "2016" "8.48" "52"
"3820" "jmeas" "jmeas1002.phd@nighthack.in" "phd071" "2018" "7.48" "0"
"3821" "hjntaria" "hjntaria3323.eaee@nighthack.in" "eaee003" "2015" "7.51" "0"
"3822" "rrgnaveaahd" "rrgnaveaahd7040.ba@nighthack.in" "ba017" "2018" "9.78" "87"
"3823" "sallu" "sallu1304.ce@nighthack.in" "ce001" "2017" "4.81" "29"
"3824" "tugunur" "tugunur1010.ce@nighthack.in" "ce001" "2016" "6.25" "7"
"3825" "rketeahan" "rketeahan2020.ase@nighthack.in" "ase012" "2017" "6.26" "40"
"3826" "ahsakrp" "ahsakrp3030.eaee@nighthack.in" "eaee003" "2016" "6.22" "90"
"3827" "whiansi" "whiansi8002.te@nighthack.in" "te078" "2018" "7.04" "1"
"3828" "segheavr" "segheavr2023.moha@nighthack.in" "moha086" "2015" "7.14" "30"
"3829" "nhakahss" "nhakahss4089.eace@nighthack.in" "eace004" "2017" "5.31" "71"
"3830" "panav" "panav1018.ce@nighthack.in" "ce001" "2018" "8.68" "37"
"3831" "ehiakbsh" "ehiakbsh5002.me@nighthack.in" "me005" "2016" "4.59" "30"
"3832" "piashl" "piashl4317.eace@nighthack.in" "eace004" "2015" "9.03" "0"
"3833" "aaahrcn" "aaahrcn4303.eace@nighthack.in" "eace004" "2015" "7.61" "109"
"3834" "hmoaedmm" "hmoaedmm9033.fpat@nighthack.in" "fpat019" "2018" "8.2" "126"
"3835" "iahrraan" "iahrraan4016.eace@nighthack.in" "eace004" "2016" "6.39" "19"
"3836" "tallgiu" "tallgiu1024.ce@nighthack.in" "ce001" "2018" "7.92" "0"
"3837" "mjina" "mjina2072.csae@nighthack.in" "csae002" "2018" "6.72" "47"
"3838" "hishda" "hishda6021.moha@nighthack.in" "moha086" "2018" "9.51" "18"
"3839" "szneaeh" "szneaeh5037.me@nighthack.in" "me005" "2015" "5.6" "14"
"3840" "heashikb" "heashikb3025.eaee@nighthack.in" "eaee003" "2014" "5.73" "199"
"3841" "uvhsyasar" "uvhsyasar6001.am@nighthack.in" "am076" "2014" "5.41" "5"
"3842" "hjtai" "hjtai8042.bohm@nighthack.in" "bohm008" "2018" "8.24" "10"
"3843" "aohtbcakrry" "aohtbcakrry9040.bop@nighthack.in" "bop009" "2014" "9.42" "66"
"3844" "apooj" "apooj7092.fm@nighthack.in" "fm047" "2018" "9.97" "3"
"3845" "unvihs" "unvihs5004.mlais@nighthack.in" "mlais075" "2017" "6.75" "0"
"3846" "tdiahan" "tdiahan9042.fpat@nighthack.in" "fpat019" "2018" "9.87" "6"
"3847" "dtaii" "dtaii2011.csae@nighthack.in" "csae002" "2017" "9.41" "42"
"3848" "anriak" "anriak7001.seawm@nighthack.in" "seawm077" "2018" "9.55" "0"
"3849" "baehksih" "baehksih4002.eace@nighthack.in" "eace004" "2018" "6.65" "42"
"3850" "yuamla" "yuamla7007.ba@nighthack.in" "ba017" "2018" "9.73" "108"
"3851" "iahmtushs" "iahmtushs6006.csan@nighthack.in" "csan036" "2017" "6.12" "2"
"3852" "mrioch" "mrioch8137.bohm@nighthack.in" "bohm008" "2016" "7.49" "0"
"3853" "habanuv" "habanuv3001.pcab@nighthack.in" "pcab073" "2018" "8.52" "0"
"3854" "wsiath" "wsiath6082.fm@nighthack.in" "fm047" "2017" "5.47" "2"
"3855" "uynns" "uynns3005.dpidss@nighthack.in" "dpidss732" "2015" "7.56" "2"
"3856" "sdasraahin" "sdasraahin4068.hrm@nighthack.in" "hrm048" "2015" "8.73" "14"
"3857" "ynahsupri" "ynahsupri2094.csae@nighthack.in" "csae002" "2016" "8.36" "64"
"3858" "iabhhlsa" "iabhhlsa4002.ad@nighthack.in" "ad024" "2017" "7.57" "22"
"3859" "lkhsoe" "lkhsoe5303.me@nighthack.in" "me005" "2017" "5.11" "0"
"3860" "hatahws" "hatahws2036.csae@nighthack.in" "csae002" "2017" "5.65" "79"
"3861" "nhidanci" "nhidanci4011.mm@nighthack.in" "mm046" "2014" "8.67" "5"
"3862" "aasjny" "aasjny9004.amd@nighthack.in" "amd219" "2016" "5.4" "3"
"3863" "idcainnh" "idcainnh2303.csae@nighthack.in" "csae002" "2015" "7.4" "9"
"3864" "amnad" "amnad8038.bohm@nighthack.in" "bohm008" "2015" "9.68" "3"
"3865" "pedake" "pedake5015.me@nighthack.in" "me005" "2017" "9.51" "44"
"3866" "nhasim" "nhasim4036.eace@nighthack.in" "eace004" "2016" "6.6" "0"
"3867" "apiryiarh" "apiryiarh7013.fm@nighthack.in" "fm047" "2018" "5.36" "0"
"3868" "ndaoirb" "ndaoirb9053.bop@nighthack.in" "bop009" "2017" "5.08" "29"
"3869" "asnmiih" "asnmiih6026.pd@nighthack.in" "pd006" "2016" "6.69" "39"
"3870" "ishlpa" "ishlpa9008.be@nighthack.in" "be029" "2014" "4.76" "3"
"3871" "eintnz" "eintnz1053.bods@nighthack.in" "bods011" "2016" "6.02" "155"
"3872" "irmpa" "irmpa9034.bop@nighthack.in" "bop009" "2014" "7.75" "114"
"3873" "eojs" "eojs8120.bohm@nighthack.in" "bohm008" "2016" "7.05" "32"
"3874" "idjrinte" "idjrinte8026.bohm@nighthack.in" "bohm008" "2015" "8.29" "34"
"3875" "abvigrha" "abvigrha1001.dpimacs@nighthack.in" "dpimacs731" "2018" "7.43" "0"
"3876" "rneehaf" "rneehaf5401.mlais@nighthack.in" "mlais075" "2017" "7.23" "0"
"3877" "ianamkaav" "ianamkaav8059.bohm@nighthack.in" "bohm008" "2017" "7.49" "48"
"3878" "hmmautla" "hmmautla8033.bohm@nighthack.in" "bohm008" "2014" "4.6" "96"
"3879" "iindnna" "iindnna1008.aat@nighthack.in" "aat051" "2018" "6.42" "0"
"3880" "rhito" "rhito4088.eace@nighthack.in" "eace004" "2018" "7.18" "20"
"3881" "mahatm" "mahatm2009.moha@nighthack.in" "moha086" "2014" "7.84" "10"
"3882" "avdiy" "avdiy6023.om@nighthack.in" "om049" "2017" "4.82" "15"
"3883" "ishvka" "ishvka1041.ce@nighthack.in" "ce001" "2015" "7.44" "58"
"3884" "hctrhaia" "hctrhaia1009.ce@nighthack.in" "ce001" "2015" "7.99" "42"
"3885" "aimahvd" "aimahvd9007.dpieats@nighthack.in" "dpieats729" "2018" "4.92" "0"
"3886" "zhinsa" "zhinsa9021.csd@nighthack.in" "csd039" "2016" "7.47" "0"
"3887" "actnehh" "actnehh1015.bods@nighthack.in" "bods011" "2016" "8.56" "63"
"3888" "ubnuram" "ubnuram8054.bohm@nighthack.in" "bohm008" "2015" "7.49" "153"
"3889" "mushas" "mushas8079.bohm@nighthack.in" "bohm008" "2014" "6.51" "93"
"3890" "pdetie" "pdetie0004.dpieata@nighthack.in" "dpieata720" "2017" "6.87" "0"
"3891" "tahrhas" "tahrhas5067.me@nighthack.in" "me005" "2015" "8.59" "1"
"3892" "usayhma" "usayhma7010.hrm@nighthack.in" "hrm048" "2016" "8.8" "0"
"3893" "nmaar" "nmaar3008.ic@nighthack.in" "ic083" "2017" "6.59" "4"
"3894" "skrohei" "skrohei5309.me@nighthack.in" "me005" "2015" "6.98" "50"
"3895" "atecehertj" "atecehertj7053.hrm@nighthack.in" "hrm048" "2018" "8.91" "0"
"3896" "pkapsuan" "pkapsuan5054.me@nighthack.in" "me005" "2015" "8.91" "3"
"3897" "hiaygtar" "hiaygtar4018.fm@nighthack.in" "fm047" "2014" "9.22" "3"
"3898" "nahats" "nahats8007.te@nighthack.in" "te078" "2016" "4.54" "0"
"3899" "snaiwhi" "snaiwhi2001.dpidsa@nighthack.in" "dpidsa722" "2016" "5.06" "0"
"3900" "hsndiui" "hsndiui2125.csae@nighthack.in" "csae002" "2018" "8.41" "18"
"3901" "hriaumnktva" "hriaumnktva0019.dop@nighthack.in" "dop010" "2015" "7.5" "31"
"3902" "rrykamukeu" "rrykamukeu6003.amt@nighthack.in" "amt026" "2014" "6.0" "1"
"3903" "muhastn" "muhastn2124.csae@nighthack.in" "csae002" "2018" "8.7" "84"
"3904" "pttaan" "pttaan6002.ae@nighthack.in" "ae208" "2014" "9.01" "3"
"3905" "isdgmwnvyoaa" "isdgmwnvyoaa1002.pd@nighthack.in" "pd041" "2014" "5.34" "13"
"3906" "anlpaak" "anlpaak2005.moha@nighthack.in" "moha086" "2015" "5.81" "29"
"3907" "haubshm" "haubshm5049.me@nighthack.in" "me005" "2018" "6.94" "28"
"3908" "nsbaiamuran" "nsbaiamuran6019.pd@nighthack.in" "pd006" "2015" "9.34" "111"
"3909" "nkaarhta" "nkaarhta8040.bohm@nighthack.in" "bohm008" "2017" "9.49" "77"
"3910" "lsaim" "lsaim4029.eace@nighthack.in" "eace004" "2015" "6.43" "49"
"3911" "aklklaalkra" "aklklaalkra8047.bohm@nighthack.in" "bohm008" "2014" "8.77" "137"
"3912" "vydai" "vydai9014.bop@nighthack.in" "bop009" "2015" "5.7" "46"
"3913" "vbadravaansnaaodd" "vbadravaansnaaodd5013.me@nighthack.in" "me005" "2015" "9.53" "54"
"3914" "uascedankhhmrr" "uascedankhhmrr2053.csae@nighthack.in" "csae002" "2018" "9.14" "1"
"3915" "krhpsaa" "krhpsaa3003.apd@nighthack.in" "apd023" "2016" "6.98" "0"
"3916" "htaayid" "htaayid9003.fpat@nighthack.in" "fpat019" "2018" "9.65" "263"
"3917" "anaewhsrmrd" "anaewhsrmrd4005.mlais@nighthack.in" "mlais224" "2018" "9.02" "7"
"3918" "hamnart" "hamnart3005.dpidss@nighthack.in" "dpidss732" "2014" "9.79" "5"
"3919" "stharhavn" "stharhavn5061.me@nighthack.in" "me005" "2016" "6.4" "19"
"3920" "khksuia" "khksuia2080.csae@nighthack.in" "csae002" "2017" "9.71" "163"
"3921" "sk.tbinheh." "sk.tbinheh.3008.vsd@nighthack.in" "vsd033" "2014" "8.63" "73"
"3922" "ihark" "ihark1006.pd@nighthack.in" "pd041" "2017" "7.03" "0"
"3923" "sarnvhaiis" "sarnvhaiis4048.eace@nighthack.in" "eace004" "2015" "4.96" "57"
"3924" "innve" "innve7036.om@nighthack.in" "om049" "2018" "6.73" "3"
"3925" "himsa" "himsa8114.bohm@nighthack.in" "bohm008" "2017" "7.14" "56"
"3926" "amjsenh" "amjsenh8050.bohm@nighthack.in" "bohm008" "2018" "8.21" "0"
"3927" "nvpeaer" "nvpeaer9039.bop@nighthack.in" "bop009" "2015" "10.0" "10"
"3928" "aokinls" "aokinls0023.dop@nighthack.in" "dop010" "2017" "6.55" "0"
"3929" "damishah" "damishah3003.ic@nighthack.in" "ic083" "2016" "4.97" "6"
"3930" "ehmsso" "ehmsso1033.ce@nighthack.in" "ce001" "2016" "5.04" "28"
"3931" "oolrighea" "oolrighea7006.ba@nighthack.in" "ba017" "2018" "6.83" "1"
"3932" "daahwtaakrn" "daahwtaakrn8046.bohm@nighthack.in" "bohm008" "2015" "5.84" "10"
"3933" "paheaakejsr" "paheaakejsr3304.eaee@nighthack.in" "eaee003" "2016" "6.44" "0"
"3934" "iaapmhrt" "iaapmhrt0027.dop@nighthack.in" "dop010" "2014" "9.07" "66"
"3935" "nubah" "nubah6014.fm@nighthack.in" "fm047" "2017" "8.43" "48"
"3936" "maiaanklrulj" "maiaanklrulj4005.eace@nighthack.in" "eace004" "2015" "5.63" "52"
"3937" "oimhns" "oimhns9008.dpieats@nighthack.in" "dpieats729" "2016" "9.99" "0"
"3938" "rhdajwbaa" "rhdajwbaa6050.pd@nighthack.in" "pd006" "2017" "7.01" "4"
"3939" "kahehsib" "kahehsib5301.me@nighthack.in" "me005" "2016" "5.34" "0"
"3940" "khccao" "khccao6033.pd@nighthack.in" "pd006" "2016" "6.76" "47"
"3941" "ekhtire" "ekhtire5031.me@nighthack.in" "me005" "2016" "7.99" "0"
"3942" "dbuihn" "dbuihn9006.csd@nighthack.in" "csd039" "2016" "7.45" "3"
"3943" "shysaa" "shysaa8100.bohm@nighthack.in" "bohm008" "2018" "4.68" "0"
"3944" "nnvanaaapripg" "nnvanaaapripg9304.bop@nighthack.in" "bop009" "2017" "5.07" "14"
"3945" "domemham" "domemham1021.bods@nighthack.in" "bods011" "2015" "6.11" "15"
"3946" "aupyraml" "aupyraml4064.eace@nighthack.in" "eace004" "2017" "6.96" "126"
"3947" "dina" "dina2107.csae@nighthack.in" "csae002" "2017" "8.84" "112"
"3948" "trhekie" "trhekie3015.eaee@nighthack.in" "eaee003" "2018" "5.21" "43"
"3949" "riotpna" "riotpna7001.oams@nighthack.in" "oams067" "2018" "4.63" "0"
"3950" "knamuuarr" "knamuuarr2301.csae@nighthack.in" "csae002" "2015" "7.68" "21"
"3951" "vsroau" "vsroau9054.bop@nighthack.in" "bop009" "2015" "8.33" "141"
"3952" "yivad" "yivad6001.dpiaada@nighthack.in" "dpiaada701" "2015" "9.31" "0"
"3953" "anmfu" "anmfu5030.me@nighthack.in" "me005" "2018" "6.02" "81"
"3954" "ihaktarsh" "ihaktarsh3005.ott@nighthack.in" "ott403" "2018" "8.58" "16"
"3955" "nvia" "nvia9016.csd@nighthack.in" "csd039" "2017" "4.61" "0"
"3956" "tinahvsue" "tinahvsue6015.moha@nighthack.in" "moha086" "2016" "5.06" "0"
"3957" "ddhesnaep" "ddhesnaep4054.fm@nighthack.in" "fm047" "2014" "6.66" "15"
"3958" "hbthraa" "hbthraa8005.b@nighthack.in" "b018" "2018" "4.96" "66"
"3959" "hawaarsyi" "hawaarsyi4005.eace@nighthack.in" "eace004" "2017" "8.5" "0"
"3960" "hbyanopaayydd" "hbyanopaayydd9042.bop@nighthack.in" "bop009" "2017" "9.31" "72"
"3961" "opshla" "opshla6013.aaf@nighthack.in" "aaf016" "2018" "7.78" "111"
"3962" "cnaoim" "cnaoim2026.csae@nighthack.in" "csae002" "2015" "8.93" "8"
"3963" "ihasol" "ihasol4003.emd@nighthack.in" "emd034" "2014" "5.94" "2"
"3964" "asha" "asha1011.bods@nighthack.in" "bods011" "2016" "7.93" "0"
"3965" "tehcjartee" "tehcjartee2034.csae@nighthack.in" "csae002" "2016" "9.44" "21"
"3966" "iaskaha" "iaskaha4001.re@nighthack.in" "re074" "2016" "6.93" "2"
"3967" "snhasa" "snhasa5039.me@nighthack.in" "me005" "2017" "5.95" "48"
"3968" "ankmirsrah" "ankmirsrah4001.ae@nighthack.in" "ae208" "2015" "9.4" "1"
"3969" "jedaer" "jedaer2059.csae@nighthack.in" "csae002" "2017" "6.97" "146"
"3970" "efrean" "efrean4103.eace@nighthack.in" "eace004" "2017" "7.67" "144"
"3971" "eedahgasj" "eedahgasj1042.ce@nighthack.in" "ce001" "2015" "6.26" "53"
"3972" "niark" "niark8002.amd@nighthack.in" "amd028" "2018" "9.36" "7"
"3973" "antijrh" "antijrh3322.eaee@nighthack.in" "eaee003" "2015" "6.39" "5"
"3974" "amshsu" "amshsu7003.pc@nighthack.in" "pc057" "2018" "6.94" "5"
"3975" "hyiups" "hyiups3047.eaee@nighthack.in" "eaee003" "2017" "7.99" "73"
"3976" "eetsarh" "eetsarh0029.dop@nighthack.in" "dop010" "2017" "4.96" "6"
"3977" "dutydeipn" "dutydeipn8038.bohm@nighthack.in" "bohm008" "2016" "8.88" "0"
"3978" "oyjaos" "oyjaos7003.pbm@nighthack.in" "pbm087" "2017" "9.39" "1"
"3979" "ngivasa" "ngivasa9016.csd@nighthack.in" "csd039" "2016" "9.35" "0"
"3980" "sryhaes" "sryhaes8084.bohm@nighthack.in" "bohm008" "2015" "7.09" "9"
"3981" "aiirshnd" "aiirshnd9010.fpat@nighthack.in" "fpat019" "2018" "5.56" "37"
"3982" "msaana" "msaana4039.fm@nighthack.in" "fm047" "2015" "5.56" "15"
"3983" "rsuaesh" "rsuaesh8001.ae@nighthack.in" "ae208" "2018" "9.81" "9"
"3984" "krakith" "krakith2002.csaia@nighthack.in" "csaia112" "2015" "7.0" "3"
"3985" "i.kosa.trhk" "i.kosa.trhk1001.dsaip@nighthack.in" "dsaip031" "2014" "4.7" "9"
"3986" "sahih" "sahih5075.me@nighthack.in" "me005" "2016" "9.67" "235"
"3987" "anaynnara" "anaynnara2104.csae@nighthack.in" "csae002" "2017" "9.73" "0"
"3988" "auivks" "auivks4070.hrm@nighthack.in" "hrm048" "2014" "5.48" "2"
"3989" "aanswhmrsega" "aanswhmrsega3007.ae@nighthack.in" "ae013" "2017" "7.06" "48"
"3990" "knilih" "knilih8074.bohm@nighthack.in" "bohm008" "2016" "5.56" "160"
"3991" "enevaj" "enevaj4003.ad@nighthack.in" "ad024" "2015" "6.04" "24"
"3992" "twnrlvaeeauks" "twnrlvaeeauks9018.csd@nighthack.in" "csd039" "2014" "4.92" "0"
"3993" "kaaugshr" "kaaugshr2088.csae@nighthack.in" "csae002" "2017" "7.01" "108"
"3994" "nthnii" "nthnii8002.ae@nighthack.in" "ae038" "2014" "4.94" "3"
"3995" "aonmki" "aonmki4060.eace@nighthack.in" "eace004" "2017" "5.1" "15"
"3996" "rohit" "rohit3003.pcab@nighthack.in" "pcab073" "2017" "4.83" "0"
"3997" "tneahhc" "tneahhc5001.mlais@nighthack.in" "mlais075" "2018" "7.55" "1"
"3998" "athangarb" "athangarb5058.me@nighthack.in" "me005" "2016" "9.77" "135"
"3999" "hnrhacaadas" "hnrhacaadas2098.csae@nighthack.in" "csae002" "2016" "7.07" "11"
"4000" "yaserh" "yaserh9074.bop@nighthack.in" "bop009" "2018" "7.28" "20"
"4001" "nhavsai" "nhavsai2026.csae@nighthack.in" "csae002" "2018" "7.84" "57"
"4002" "nahoyn" "nahoyn2207.csae@nighthack.in" "csae002" "2017" "6.42" "59"
"4003" "iarjbha" "iarjbha2005.csae@nighthack.in" "csae002" "2017" "8.04" "156"
"4004" "husmas" "husmas7003.dpimapss@nighthack.in" "dpimapss727" "2017" "6.04" "0"
"4005" "odarnii" "odarnii1052.ce@nighthack.in" "ce001" "2016" "9.99" "0"
"4006" "virn.daa" "virn.daa8017.bohm@nighthack.in" "bohm008" "2016" "6.73" "0"
"4007" "ikruto" "ikruto9055.fpat@nighthack.in" "fpat019" "2018" "6.62" "85"
"4008" "ihjbiaht" "ihjbiaht0002.dop@nighthack.in" "dop010" "2018" "9.14" "0"
"4009" "nhanet" "nhanet7064.ba@nighthack.in" "ba017" "2018" "5.28" "77"
"4010" "anniesim" "anniesim7029.ba@nighthack.in" "ba017" "2018" "8.29" "143"
"4011" "nreapev" "nreapev9013.fpat@nighthack.in" "fpat019" "2018" "7.2" "140"
"4012" "arhgu" "arhgu3011.vsd@nighthack.in" "vsd033" "2015" "4.65" "2"
"4013" "dsnhara" "dsnhara5052.me@nighthack.in" "me005" "2015" "9.13" "104"
"4014" "avetnei" "avetnei3002.dpihmacta@nighthack.in" "dpihmacta723" "2018" "7.41" "0"
"4015" "hulsia" "hulsia8056.bohm@nighthack.in" "bohm008" "2016" "8.0" "2"
"4016" "irrciahuv" "irrciahuv2010.csae@nighthack.in" "csae002" "2015" "6.85" "62"
"4017" "hhbsamu" "hhbsamu7009.pbm@nighthack.in" "pbm087" "2018" "6.81" "5"
"4018" "jalsan" "jalsan4101.eace@nighthack.in" "eace004" "2017" "6.75" "0"
"4019" "haacnckyahru" "haacnckyahru7010.fm@nighthack.in" "fm047" "2018" "5.46" "2"
"4020" "naaams" "naaams1015.bods@nighthack.in" "bods011" "2014" "9.2" "60"
"4021" "kurukik" "kurukik1012.bods@nighthack.in" "bods011" "2015" "5.55" "31"
"4022" "ehahskrarja" "ehahskrarja4002.mm@nighthack.in" "mm046" "2014" "6.43" "2"
"4023" "kitlhi" "kitlhi7036.hrm@nighthack.in" "hrm048" "2016" "9.77" "0"
"4024" "mmhdeaom" "mmhdeaom2061.csae@nighthack.in" "csae002" "2015" "7.67" "13"
"4025" "skahamawvir" "skahamawvir4080.eace@nighthack.in" "eace004" "2017" "6.42" "82"
"4026" "meocozh" "meocozh8035.bohm@nighthack.in" "bohm008" "2017" "9.08" "63"
"4027" "stahyih" "stahyih7115.fm@nighthack.in" "fm047" "2018" "7.99" "3"
"4028" "ncahtiyaa" "ncahtiyaa2050.csae@nighthack.in" "csae002" "2017" "8.25" "41"
"4029" "rtui" "rtui9005.dpieats@nighthack.in" "dpieats729" "2018" "6.86" "0"
"4030" "srneruda" "srneruda6080.om@nighthack.in" "om049" "2017" "5.22" "2"
"4031" "pielhnd" "pielhnd7006.eamm@nighthack.in" "eamm027" "2016" "5.82" "0"
"4032" "naykvia" "naykvia4074.fm@nighthack.in" "fm047" "2014" "8.89" "7"
"4033" "emcetnniahal" "emcetnniahal7034.ba@nighthack.in" "ba017" "2018" "4.6" "303"
"4034" "irbahsh" "irbahsh8029.b@nighthack.in" "b018" "2018" "8.12" "57"
"4035" "aanahs" "aanahs0020.dop@nighthack.in" "dop010" "2017" "7.56" "3"
"4036" "vraaaashrijewabs" "vraaaashrijewabs1010.bods@nighthack.in" "bods011" "2017" "5.09" "6"
"4037" "ihtass" "ihtass9045.bop@nighthack.in" "bop009" "2015" "6.83" "1"
"4038" "aptttniaseath" "aptttniaseath2022.moha@nighthack.in" "moha086" "2015" "8.62" "14"
"4039" "knluau" "knluau0006.dop@nighthack.in" "dop010" "2016" "6.14" "24"
"4040" "anseh" "anseh2315.csae@nighthack.in" "csae002" "2015" "7.98" "0"
"4041" "srnoah" "srnoah8081.bohm@nighthack.in" "bohm008" "2017" "5.3" "0"
"4042" "naneve" "naneve4313.eace@nighthack.in" "eace004" "2016" "8.43" "0"
"4043" "hhbraat" "hhbraat3003.ae@nighthack.in" "ae013" "2018" "8.39" "43"
"4044" "drarhshi" "drarhshi8054.bohm@nighthack.in" "bohm008" "2017" "7.32" "27"
"4045" "tbiaabh" "tbiaabh1004.aat@nighthack.in" "aat051" "2016" "9.26" "0"
"4046" "eeadkp" "eeadkp9011.fpat@nighthack.in" "fpat019" "2018" "5.66" "97"
"4047" "lnaaabraasuymb" "lnaaabraasuymb8047.bohm@nighthack.in" "bohm008" "2017" "8.6" "0"
"4048" "msaajkh.apir" "msaajkh.apir0003.esde@nighthack.in" "esde030" "2014" "6.97" "15"
"4049" "hamurti" "hamurti1047.ce@nighthack.in" "ce001" "2015" "6.15" "28"
"4050" "ilaavhsi" "ilaavhsi9057.bop@nighthack.in" "bop009" "2014" "6.27" "75"
"4051" "ibalq" "ibalq9052.bop@nighthack.in" "bop009" "2015" "8.57" "112"
"4052" "vparze" "vparze7091.om@nighthack.in" "om049" "2018" "4.92" "6"
"4053" "kaahvti" "kaahvti4034.fm@nighthack.in" "fm047" "2014" "8.33" "5"
"4054" "nsdieh" "nsdieh7077.fm@nighthack.in" "fm047" "2018" "6.1" "0"
"4055" "aarsdekhhnrac" "aarsdekhhnrac2005.csae@nighthack.in" "csae002" "2016" "7.14" "34"
"4056" "rimalnkjaul" "rimalnkjaul3009.ae@nighthack.in" "ae013" "2018" "5.19" "28"
"4057" "apnlaiirl" "apnlaiirl0005.dop@nighthack.in" "dop010" "2015" "6.31" "32"
"4058" "jnluapr" "jnluapr2088.csae@nighthack.in" "csae002" "2016" "6.32" "56"
"4059" "uavnbh" "uavnbh8027.bohm@nighthack.in" "bohm008" "2016" "5.99" "0"
"4060" "tihrhdads" "tihrhdads2179.csae@nighthack.in" "csae002" "2017" "5.49" "195"
"4061" "hsarahn" "hsarahn4021.eace@nighthack.in" "eace004" "2016" "5.82" "0"
"4062" "aalnmialurjk" "aalnmialurjk4038.fm@nighthack.in" "fm047" "2015" "7.85" "4"
"4063" "rakruasemjh" "rakruasemjh2064.csae@nighthack.in" "csae002" "2017" "8.36" "221"
"4064" "amiamy" "amiamy7003.dpimacc@nighthack.in" "dpimacc751" "2015" "7.15" "4"
"4065" "uhmuks" "uhmuks8116.bohm@nighthack.in" "bohm008" "2016" "7.49" "6"
"4066" "tnshosa" "tnshosa5002.ae@nighthack.in" "ae201" "2014" "8.66" "1"
"4067" "nbdui" "nbdui9006.bop@nighthack.in" "bop009" "2016" "4.66" "33"
"4068" "vunsih" "vunsih6045.pd@nighthack.in" "pd006" "2017" "7.98" "18"
"4069" "hewirkanas" "hewirkanas2087.csae@nighthack.in" "csae002" "2018" "6.14" "48"
"4070" "baaabisns" "baaabisns2103.csae@nighthack.in" "csae002" "2018" "7.32" "57"
"4071" "hdmua" "hdmua8085.bohm@nighthack.in" "bohm008" "2014" "9.7" "62"
"4072" "nelimeead" "nelimeead9017.bop@nighthack.in" "bop009" "2015" "8.76" "24"
"4073" "adush" "adush4003.emd@nighthack.in" "emd034" "2015" "8.62" "16"
"4074" "ohprito" "ohprito9044.fpat@nighthack.in" "fpat019" "2018" "5.56" "71"
"4075" "ngseha" "ngseha0010.ceam@nighthack.in" "ceam040" "2015" "9.84" "4"
"4076" "uanahnhsagb" "uanahnhsagb5002.td@nighthack.in" "td025" "2018" "9.98" "0"
"4077" "ysmaw" "ysmaw5001.pcmsce@nighthack.in" "pcmsce015" "2018" "7.37" "0"
"4078" "iraelvdgnau" "iraelvdgnau2014.csae@nighthack.in" "csae002" "2014" "8.21" "61"
"4079" "jthusi" "jthusi7002.dpimapss@nighthack.in" "dpimapss727" "2017" "9.33" "0"
"4080" "aaasnh" "aaasnh3007.vsd@nighthack.in" "vsd033" "2017" "8.01" "0"
"4081" "lghraia" "lghraia8003.te@nighthack.in" "te078" "2017" "6.78" "0"
"4082" "oricaka" "oricaka5001.td@nighthack.in" "td025" "2014" "8.09" "2"
"4083" "srekah" "srekah8037.bohm@nighthack.in" "bohm008" "2015" "7.13" "185"
"4084" "aiktn" "aiktn1002.ae@nighthack.in" "ae021" "2015" "6.83" "13"
"4085" "adyearw" "adyearw4027.hrm@nighthack.in" "hrm048" "2014" "4.64" "8"
"4086" "hwasij" "hwasij8001.te@nighthack.in" "te078" "2017" "9.14" "20"
"4087" "ejerhasan" "ejerhasan9040.bop@nighthack.in" "bop009" "2015" "9.56" "98"
"4088" "haerdsnefud" "haerdsnefud6020.aaf@nighthack.in" "aaf016" "2018" "8.36" "0"
"4089" "ntihnas" "ntihnas7052.hrm@nighthack.in" "hrm048" "2016" "6.85" "0"
"4090" "snehag" "snehag1009.ce@nighthack.in" "ce001" "2016" "6.05" "11"
"4091" "knjohtrauyi" "knjohtrauyi3002.ae@nighthack.in" "ae013" "2018" "7.16" "0"
"4092" "ireakr" "ireakr2106.csae@nighthack.in" "csae002" "2017" "4.9" "86"
"4093" "sohbud" "sohbud8112.bohm@nighthack.in" "bohm008" "2016" "8.1" "66"
"4094" "nimsah" "nimsah9028.fpat@nighthack.in" "fpat019" "2018" "7.08" "104"
"4095" "vraknidaa" "vraknidaa6020.pd@nighthack.in" "pd006" "2017" "4.71" "35"
"4096" "hslamii" "hslamii7077.fm@nighthack.in" "fm047" "2016" "8.98" "0"
"4097" "sanayhji" "sanayhji4003.caagd@nighthack.in" "caagd044" "2014" "8.58" "11"
"4098" "raahasn" "raahasn2164.csae@nighthack.in" "csae002" "2017" "7.12" "105"
"4099" "jnoam" "jnoam9022.bop@nighthack.in" "bop009" "2014" "6.06" "111"
